Review,Comments,Ratings,Locations,Time,Positive_Score,Negative_Score,Neutral_Score,Sentiment,Subjectivity_Score
Super!,Osm product I love this phone  Osm camera nd picture quality is too good ,4, New Delhi,1 month ago,0.9001,0,0.9001,Positive,0.6222222222222222
Super!,Best of the best must buy ,4, Darjiling District,1 month ago,0.9231,0,0.9231,Positive,0.4222222222222222
Classy product,Very good,3, Ntpc Dadri,1 month ago,0.7003,0,0.7003,Positive,0.75
Highly recommended,"Excellent phone, camara awesome ",5, Agra,nan,0.8799,0,0.8799,Positive,0.8466666666666667
Fair,The best phn I have used,3, Burdwan,1 month ago,0.7579,0,0.7579,Positive,0.6
Just okay,Average phone,5, Faridabad,1 month ago,0.2263,0,0.2263,Positive,0.44999999999999996
Bad quality,Waste of moneyPrice is too high for this quality phone,5, Bellary,1 month ago,-0.743,0.743,0.0,Negative,0.4022222222222222
Not good,Ph hanging issue bad os,5, Srikalahasti,1 month ago,-0.1531,0.1531,0.0,Negative,0.6333333333333333
Decent product,Battery issu no nice ,3, Anantapur,1 month ago,0.4215,0,0.4215,Positive,0.8333333333333333
Perfect product!,MI is promising. The phone is better in this price range,5, Asansol,1 month ago,0.8519,0,0.8519,Positive,0.6666666666666666
Mind-blowing purchase,Nice,4, Prantij,1 month ago,0.4215,0,0.4215,Positive,1.0
Brilliant,Just loved it ,5, Cuttack,1 month ago,0.8271,0,0.8271,Positive,0.9
Just wow!,Wonderful,4, Dubrajpur,1 month ago,0.8176,0,0.8176,Positive,1.0
Brilliant,Awesome mobile,4, Sangamner,nan,0.836,0,0.836,Positive,1.0
Value-for-money,Redmi innovative mobile with flagship features.,5, Yemmiganur,1 month ago,0.5106,0,0.5106,Positive,1.0
Perfect product!,Good,4, Aurangabad,1 month ago,0.765,0,0.765,Positive,0.8
Don't waste your money,Don't buy MI phones They have network issues and a lot of bugs. After buying I feel cheated ,5, Udhampur,1 month ago,-0.2425,0.2425,0.0,Negative,0.0
Terrific purchase,So far so good,5, Chennai,1 month ago,0.7184,0,0.7184,Positive,0.8666666666666667
Really Nice,ph clarity super display gd total. Product good,5, Khammam District,1 month ago,0.9162,0,0.9162,Positive,0.7541666666666667
Terrific purchase,Super,5, Salem,1 month ago,0.7906,0,0.7906,Positive,0.8333333333333333
Value-for-money,Nice product by xiomi. Camera is mind blowing,4, Deoghar,1 month ago,0.4215,0,0.4215,Positive,1.0
Simply awesome,Nice phone,5, Rae Bareli,1 month ago,0.7845,0,0.7845,Positive,1.0
Pretty good,Redmi is the best,5, Bokaro,1 month ago,0.8834,0,0.8834,Positive,0.6333333333333334
Worth the money,Very nice handset and smooth screen,5, Barabanki,nan,0.5719,0,0.5719,Positive,0.5333333333333333
Classy product,"Awesome phone but the camera isn't as good as I expected. It Oversharpen and add so much exposure in the pics. Another thing is this purple varient... Do not go with the images in the review section... This doesn't look purple in real life, rather looks more on the white. Overall best phone... I'm really loving it!",4, Asansol,1 month ago,0.9323,0,0.9323,Positive,0.465
Worth every penny,Good phone but try next upcoming phone,5, Noida,1 month ago,0.5859,0,0.5859,Positive,0.23333333333333336
Pretty good,Good,5, Purba Champaran District,1 month ago,0.8402,0,0.8402,Positive,0.7333333333333334
Brilliant,Best one this mobile ,3, Visakhapatnam District,1 month ago,0.8402,0,0.8402,Positive,0.65
Fabulous!,Awesome I love Redmi   Note 12 pro 5G,3, Nagercoil,1 month ago,0.9136,0,0.9136,Positive,0.8666666666666667
Worst experience ever!,Sim ic is not working properly,4, Jahangirabad,1 month ago,-0.6249,0.6249,0.0,Negative,0.55
Very Good,Good ,5, Ranchi,1 month ago,0.7003,0,0.7003,Positive,0.6000000000000001
Super!,Best phone,5, Ludhiana,1 month ago,0.8442,0,0.8442,Positive,0.4833333333333333
Wonderful,Nice,5, North 24 Parganas,1 month ago,0.7579,0,0.7579,Positive,1.0
Nice product,Lock very nice,5, Navi Mumbai,nan,0.6808,0,0.6808,Positive,1.0
Terrific purchase,Very Good Phone,4, Siwan,1 month ago,0.7184,0,0.7184,Positive,0.8
Highly recommended,Good fone,5, Gurugram,1 month ago,0.6453,0,0.6453,Positive,0.5700000000000001
Fabulous!,Best is Best phone,4, Bhokardan,1 month ago,0.9153,0,0.9153,Positive,0.5333333333333333
Just wow!,Good product,3, Agra,1 month ago,0.7717,0,0.7717,Positive,0.8
Nice product,Good,5, Goalpara,1 month ago,0.6908,0,0.6908,Positive,0.8
Simply awesome,Good ,5, Jaipur District,1 month ago,0.7906,0,0.7906,Positive,0.8
Awesome,Super,3, Nellore,1 month ago,0.8402,0,0.8402,Positive,0.8333333333333333
Expected a better product,Battery life v bad,5, Nawabganj Bareilly District,1 month ago,-0.1531,0.1531,0.0,Negative,0.5222222222222223
Must buy!,Nice,5, Kannur,1 month ago,0.4215,0,0.4215,Positive,1.0
Highly recommended,Overall a good than average phone. Display is Pretty Good.Design and Finish is awesome.Battery is Nice as usual.Not so Happy with the Camera but Good quality in outdoors. Performance is satisfactory.,5, Mirganj,nan,0.9619,0,0.9619,Positive,0.6425000000000001
Really Nice,Nice pic,4, Yavatmal,1 month ago,0.734,0,0.734,Positive,1.0
Nice product,"It's a good purchase, great camera, sound, display, the only con is battery, it get drained very fast",3, Bengaluru,1 month ago,0.8074,0,0.8074,Positive,0.67
Utterly Disappointed,When Charging phone will be high heat,3, Pathanamthitta District,1 month ago,-0.5256,0.5256,0.0,Negative,0.645
Perfect product!,Satisfied,5, East Godavari District,1 month ago,0.7579,0,0.7579,Positive,1.0
Worth every penny,Value far many,4, Chennai,1 month ago,0.5106,0,0.5106,Positive,0.5333333333333333
Simply awesome,Good and better ,5, Biharsharif,1 month ago,0.872,0,0.872,Positive,0.7000000000000001
Excellent,Nice phone ,5, Kesaria,1 month ago,0.7579,0,0.7579,Positive,1.0
Just wow!,over all nice phone with good camera nd design.,5, Mathura,1 month ago,0.8591,0,0.8591,Positive,0.8666666666666667
Terrific purchase,It's a funtastic mobile phone,5, Kolkata,1 month ago,0.4767,0,0.4767,Positive,1.0
Not recommended at all,varry bad,4, Bhuj,nan,-0.4019,0.4019,0.0,Negative,0.6666666666666666
Nice,Product look was good but not as much expectes,5, Hyderabad,1 month ago,0.6908,0,0.6908,Positive,0.6
Super!,Good,5, Nanded Waghala,1 month ago,0.7783,0,0.7783,Positive,0.6333333333333333
Worth every penny,Nice ,5, Nashik,1 month ago,0.5719,0,0.5719,Positive,0.55
Just okay,"Everything is good except the Quality of Camera (medium). If you want Android version updated, you have to wait for android 13 even though other almost all phones get 13 earlier.Otherwise ok.",5, Uttar Dinajpur District,1 month ago,0.743,0,0.743,Positive,0.5333333333333333
Nice,This phone is good but in this price range there are various phones so please consider other ones because this phone is normally a mid range phone that does not give you a better experience like premium phones ... battery have a just normal screen on time with 5G connectivity 4-5Hrs and camera is below avg,4, Bahadarabad,1 month ago,0.9081,0,0.9081,Positive,0.5416666666666666
Really Nice,Good but high cost,5, Hanuman Junction,2 months ago,0.7408,0,0.7408,Positive,0.7133333333333334
Good,"Phone getting over heated up while calling and also while charging.. Not satisfied. Didn't expect from Redmi.. Cannot use for long time talking ,heat dissipation is more and feeling at ears..There is no signal issue,signal is excellent. NOW REPENTING AFTER TAKING THIS MOBILE. SHORTLY WILL HAVE TO CHANGE THIS IN SOME EXCHANGE OFFER.The only good thing is audio with two speakers dolby.",4, Visakhapatnam,2 months ago,0.9153,0,0.9153,Positive,0.65
Useless product,Don't buy this productCharging issue with the battery,5, Kurnool District,2 months ago,-0.4215,0.4215,0.0,Negative,0.2
Awesome,Super ,5, Gopalganj,2 months ago,0.8402,0,0.8402,Positive,0.8333333333333333
Nice product,Nice phone at the price,5, Ludhiana,nan,0.6808,0,0.6808,Positive,1.0
Best in the market!,Excellent display and sound quality,5, Tiruvannamalai District,2 months ago,0.836,0,0.836,Positive,0.5666666666666668
Not recommended at all,Charging issues,4, Warangal,2 months ago,0.2023,0,0.2023,Positive,0.0
Terrific,Awesome,5, Siwan,2 months ago,0.802,0,0.802,Positive,1.0
Must buy!,Very nice ,5, Bangalore Division,2 months ago,0.4215,0,0.4215,Positive,1.0
Brilliant,charging Speed phenomenal. Performance is above expectations,3, Hyderabad,2 months ago,0.5859,0,0.5859,Positive,0.75
Terrific,Awesome quality ,5, New Delhi,2 months ago,0.802,0,0.802,Positive,1.0
Wonderful,Using it for 4 months now. Glacier blue looks very good and unique. Overall a good phone for its price. One star less because of Android 12. Almost all the phones have Android 13 now. Don't know when they will update it to Android 13,4, Hyderabad,2 months ago,0.8591,0,0.8591,Positive,0.480952380952381
Best in the market!,Very Good Product,5, Greater Noida,2 months ago,0.7964,0,0.7964,Positive,0.45000000000000007
Super!,Nice,5, South Tripura District,2 months ago,0.7717,0,0.7717,Positive,0.8333333333333333
Worth the money,Very nyc,4, Khalilabad,nan,0.2263,0,0.2263,Positive,0.1
Excellent,Worth buying. Good phone well performance and the best thing according to me is the Amoled Screen and dual speakers are cherry on the top. After all a ultimate phone,5, Kolkata,2 months ago,0.9393,0,0.9393,Positive,0.5833333333333334
Best in the market!,Nyc phone pure 5g phoneNetwork is 5g ++Best 5g phone Buy And Enjoy 5g Technology,3, Makhu,2 months ago,0.9118,0,0.9118,Positive,0.4
Not recommended at all,Bad products,4, Guhla,2 months ago,-0.4019,0.4019,0.0,Negative,0.6666666666666666
Terrific purchase,Good,5, Lucknow,2 months ago,0.7184,0,0.7184,Positive,0.8
Delightful,satisfy,5, Bellary District,2 months ago,0.7783,0,0.7783,Positive,1.0
Wonderful,Nicely look,4, Bilariaganj,2 months ago,0.765,0,0.765,Positive,1.0
Highly recommended,Very nice design and superb performance.,5, Bengaluru,2 months ago,0.8508,0,0.8508,Positive,0.8466666666666667
Worth every penny,Tq flipcart,5, Bengaluru,2 months ago,0.2263,0,0.2263,Positive,0.1
Awesome,Very good,5, Verna,2 months ago,0.7906,0,0.7906,Positive,0.8
Highly recommended,"I like it very much, the phone is super",5, Bangalore,nan,0.8304,0,0.8304,Positive,0.4688888888888889
Terrible product,Worst product for this costCamera quality is not goodBattery is also not quickly discharging Cost is high for this product,5, Nandyal,2 months ago,-0.802,0.802,0.0,Negative,0.76
Great product,good camera,4, Kolkata,2 months ago,0.7906,0,0.7906,Positive,0.675
Mind-blowing purchase,Lightweight and amazing UI!,3, Bidhan Nagar,2 months ago,0.5859,0,0.5859,Positive,0.9
Does the job,Had high expectations from the camera but it is still the same as older ones.,4, Gurgaon,2 months ago,0.0,0,0.0,Neutral,0.43666666666666665
Must buy!,Excellent,5, Ernakulam,2 months ago,0.5719,0,0.5719,Positive,1.0
Nice product,Camera quality note good other best quality,3, Sultanpur,2 months ago,0.872,0,0.872,Positive,0.6333333333333334
Simply awesome,Nice product,4, Khujner,2 months ago,0.7845,0,0.7845,Positive,1.0
Wonderful,Nice performance camera quality so good,4, Visakhapatnam,2 months ago,0.8555,0,0.8555,Positive,0.8666666666666667
Wonderful,Phone is very nice!!!,5, Meerut Division,2 months ago,0.7579,0,0.7579,Positive,1.0
Wonderful,Good mobile worth,5, Nanded Waghala,nan,0.8176,0,0.8176,Positive,0.5666666666666668
Terrific purchase,Excellent product by Redmi again,5, Jalpaiguri,2 months ago,0.7783,0,0.7783,Positive,1.0
Awesome,Value for money Everything is ok I like it,4, Ghumarwin,2 months ago,0.8807,0,0.8807,Positive,0.75
Mind-blowing purchase,Value for mony,4, Begusarai,2 months ago,0.34,0,0.34,Positive,0.0
Mind-blowing purchase,Super phone but heet problem,5, Jallaram,2 months ago,0.296,0,0.296,Positive,0.6666666666666666
Just okay,Battery was too poor. Once a charge 100% battery runout 6 hours. Low performance.,5, Dhamtari,2 months ago,-0.5106,0.5106,0.0,Negative,0.46666666666666673
Good choice,Good cameI love it. Mi note 12 pro ,5, Guntur District,2 months ago,0.875,0,0.875,Positive,0.6000000000000001
Pretty good,Ok,5, Jammu,2 months ago,0.8074,0,0.8074,Positive,0.7000000000000001
Value-for-money,Excellent ,5, Durgapur,2 months ago,0.5719,0,0.5719,Positive,1.0
Classy product,Good product,5, Chennai,2 months ago,0.7003,0,0.7003,Positive,0.75
Terrific,Amazing ,3, Jaipur,nan,0.7845,0,0.7845,Positive,0.95
Moderate,Average phone and it is not with android 13,5, Bardoli,2 months ago,0.0,0,0.0,Neutral,0.5499999999999999
Terrific purchase,Good mobile,5, Zirakpur,2 months ago,0.7184,0,0.7184,Positive,0.8
Pretty good,Expected better performance at this price segment but disappointed,5, Vadodara,2 months ago,0.7096,0,0.7096,Positive,0.65
Excellent,Nice product.,5, Patalganga Midc,2 months ago,0.7579,0,0.7579,Positive,1.0
Classy product,"Camera is excellent in this budget phone, battery optimization could be better especially when the hotspot is on. Display is good.",5, Jaipur,2 months ago,0.9356,0,0.9356,Positive,0.8
Best in the market!,Good,4, Bhavnagar,2 months ago,0.7964,0,0.7964,Positive,0.45000000000000007
Worthless,Veri bad,5, South Twenty Four Parganas District,2 months ago,-0.7506,0.7506,0.0,Negative,0.7833333333333333
Highly recommended,"Look nice, Battary performance good, camara also so good, lighet in weight",5, Mumbai,2 months ago,0.8737,0,0.8737,Positive,0.685
Classy product,Very NYC ,5, Rewa,2 months ago,0.4404,0,0.4404,Positive,0.9
Excellent,These product is very good and fully impressive,3, Ranga Reddy District,nan,0.8805,0,0.8805,Positive,0.8666666666666667
Highly recommended,Nice product,5, Yamunanagar District,2 months ago,0.6335,0,0.6335,Positive,0.77
Expected a better product,Battery backup is very bad.,4, Arambag,2 months ago,-0.1531,0.1531,0.0,Negative,0.5222222222222223
Super!,Display quality is so good osm redmi mobile,5, Shirur,2 months ago,0.7783,0,0.7783,Positive,0.6333333333333333
Pretty good,Nice,5, Vidisha,2 months ago,0.836,0,0.836,Positive,0.8666666666666667
Excellent,Nice ,4, New Delhi,2 months ago,0.7579,0,0.7579,Positive,1.0
Horrible,Camera quality is very bad,5, Bhopal,2 months ago,-0.7906,0.7906,0.0,Negative,0.8333333333333333
Excellent,Good product super photo,5, Pali,2 months ago,0.8885,0,0.8885,Positive,0.7555555555555555
Utterly Disappointed,DONT BY THIS OHONE IS NOT  WORKING PTOPER,5, Mahrajganj Mahrajganj District,2 months ago,-0.5256,0.5256,0.0,Negative,0.75
Best in the market!,Super product,4, Tirupati,2 months ago,0.8442,0,0.8442,Positive,0.4833333333333333
Utterly Disappointed,Camera is like 2MP,4, Indore,nan,-0.1604,0.1604,0.0,Negative,0.75
Very poor,Not good,3, Shillong,2 months ago,-0.0516,0.0516,0.0,Negative,0.6000000000000001
Horrible,I was expecting a lot before buy it but redmi note 12 Pro camera  very disappointed me!! Guy's don't buy if u r looking 4 camera!! Waste of money ,4, Itanagar,2 months ago,-0.8555,0.8555,0.0,Negative,0.5833333333333334
Wonderful,"Good mobile but battery perform not good,",5, Hyderabad,2 months ago,0.8591,0,0.8591,Positive,0.7333333333333334
Nice product,Good product in this price,5, Sheohar,2 months ago,0.6908,0,0.6908,Positive,0.8
Great product,Nice phone,4, Azamgarh Division,2 months ago,0.7845,0,0.7845,Positive,0.875
Wonderful,It's very nice,5, Bengaluru,2 months ago,0.7579,0,0.7579,Positive,1.0
Very poor,"Waste of money, camera display is not as expected I will give 1 out of 5 ratings.",5, Vadodara,2 months ago,-0.7096,0.7096,0.0,Negative,0.3333333333333333
Excellent,Good smartphone of Redmi 12 pro 5g,4, Cooch Behar,2 months ago,0.765,0,0.765,Positive,0.8
Slightly disappointed,Battery drains so fast,5, Jehanabad District,2 months ago,-0.4228,0.4228,0.0,Negative,0.675
Must buy!,Superrrrb,4, Hyderabad,nan,0.0,0,0.0,Neutral,0.0
Wonderful,Good camera resolutionDisplay resolution is bestSound also good on call and also in musicNo heat issue on multitasking Fast charging without heat,5, Bharuch,2 months ago,0.8591,0,0.8591,Positive,0.7000000000000001
